phase,url,source_file,page_type,local_status,production_status,indexable,robots_directives,canonical,canonical_target_status,title,title_length,meta_description,description_length,h1,heading_structure,word_count,lang,published_date,modified_date,author,breadcrumbs,schema_types,internal_inbound_links,internal_outbound_links,external_outbound_links,broken_internal_links,broken_external_links,image_count,missing_alt,missing_dimensions,page_depth,orphan,sitemap_included,duplicate_title,duplicate_description,content_hash,issues
after,https://python.robertdevore.com/course/chapter-3-advanced-python/,content/posts/chapter-3-advanced-python.md,lesson,200,200,True,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://python.robertdevore.com/course/chapter-3-advanced-python/,200,Chapter 3. Advanced Python | Python Course,42,"For serious developers and those building production-grade applications. Focus: efficiency, scalability, and best practices.",124,Chapter 3. Advanced Python,h1 > h2 > h2 > h2 > h2 > h3 > h3 > h3 > h3 > h3 > h2 > h2 > h2 > h2 > h2 > h2 > h2,1686,en,2025-06-17,2025-06-17,Robert DeVore,false,Article | ImageObject | Organization | Person | Thing | WebPage,22,31,1,0,0,0,0,0,1,false,true,false,false,95e00d09a13655fb9ed20896cde6ca4c173a2250a85fe1170c8eb42897c7fba3,
after,https://python.robertdevore.com/course/concurrency-and-parallelism/,content/posts/concurrency-and-parallelism.md,lesson,200,200,True,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://python.robertdevore.com/course/concurrency-and-parallelism/,200,3.3. Concurrency & Parallelism | Python Course,46,"Learn when to use Python threading, multiprocessing, and asyncio, with practical patterns for I/O-bound and CPU-bound workloads.",128,3.3. Concurrency & Parallelism,h1 > h2 > h2 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h2 > h3 > h3 > h2 > h2 > h2,2974,en,2025-06-17,2025-06-17,Robert DeVore,false,Article | ImageObject | Organization | Person | Thing | WebPage,21,31,1,0,0,0,0,0,2,false,true,false,false,88b1fb8739c5725f14134afc80dc20fcaa1bf4f951c32b154baf1bd86387f6af,
after,https://python.robertdevore.com/course/course-conclusion-from-python-novice-to-professional-developer/,content/posts/course-conclusion-from-python-novice-to-professional-developer.md,lesson,200,200,True,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://python.robertdevore.com/course/course-conclusion-from-python-novice-to-professional-developer/,200,Course Conclusion: From Python Novice to Professional Developer | Python Course,79,"Review the skills covered across the course and plan practical next steps for building, testing, packaging, and sharing Python projects.",136,Course Conclusion: From Python Novice to Professional Developer,h1 > h2 > h2 > h3 > h3 > h3 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h2 > h2,2174,en,2025-06-17,2025-06-17,Robert DeVore,false,Article | ImageObject | Organization | Person | Thing | WebPage,21,30,1,0,0,0,0,0,2,false,true,false,false,795f0a4b2f99e5c28e82eba12d8e0453ae4238204be6962af34ebe99264e25ab,
after,https://python.robertdevore.com/course/exceptions-and-robust-error-handling/,content/posts/exceptions-and-robust-error-handling.md,lesson,200,200,True,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://python.robertdevore.com/course/exceptions-and-robust-error-handling/,200,2.4. Exceptions & Robust Error Handling | Python Course,55,Learn to catch and handle errors cleanly so your code doesn't crash--and users see helpful messages instead of tracebacks.,122,2.4. Exceptions & Robust Error Handling,h1 > h2 > h2 > h2 > h2 > h3 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h3 > h2 > h2,2384,en,2025-06-17,2025-06-17,Robert DeVore,false,Article | ImageObject | Organization | Person | Thing | WebPage,21,31,1,0,0,0,0,0,2,false,true,false,false,0a2e3e9ed27784b5886f23071a846603007bfc5c72654734a5211a2965829127,
after,https://python.robertdevore.com/course/file-io-and-data-persistence/,content/posts/file-io-and-data-persistence.md,lesson,200,200,True,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://python.robertdevore.com/course/file-io-and-data-persistence/,200,2.2. File I/O & Data Persistence | Python Course,48,"Learn to read from and write to files, handle different formats, and make your programs interact with real data that survives after your script ends.",149,2.2. File I/O & Data Persistence,h1 > h2 > h2 > h2 > h2 > h3 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h2 > h3 > h3 > h2,2527,en,2025-06-17,2025-06-17,Robert DeVore,false,Article | ImageObject | Organization | Person | Thing | WebPage,21,31,1,0,0,0,0,0,2,false,true,false,false,c3d92eaa0f19f96d42ebd6a239251a41578e3b2f8b705491fa93c9ad8c097ea8,
after,https://python.robertdevore.com/course/functions-and-modules/,content/posts/functions-and-modules.md,lesson,200,200,True,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://python.robertdevore.com/course/functions-and-modules/,200,1.4. Functions & Modules | Python Course,40,"Organize your code into reusable chunks, make it more readable, and start building real programs by leveraging Python's modular design.",135,1.4. Functions & Modules,h1 > h2 > h2 > h2 > h3 > h3 > h3 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h3 > h2 > h3 > h3 > h2 > h2,2371,en,2025-06-17,2025-06-17,Robert DeVore,false,Article | ImageObject | Organization | Person | Thing | WebPage,22,31,1,0,0,0,0,0,1,false,true,false,false,55926a14b25ad4912b6a3a248d72d28947810e3987a46897c7f8d48929bff71e,
after,https://python.robertdevore.com/course/generators-decorators-and-context-managers/,content/posts/generators-decorators-and-context-managers.md,lesson,200,200,True,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://python.robertdevore.com/course/generators-decorators-and-context-managers/,200,"3.2. Generators, Decorators and Context Managers | Python Course",64,"Learn how Python generators, decorators, and context managers support lazy data processing, reusable behavior, and reliable resource cleanup.",141,"3.2. Generators, Decorators and Context Managers",h1 > h2 > h2 > h2 > h3 > h3 > h3 > h3 > h2 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h2 > h2,1817,en,2025-06-17,2025-06-17,Robert DeVore,false,Article | ImageObject | Organization | Person | Thing | WebPage,21,31,1,0,0,0,0,0,2,false,true,false,false,77a2386fbcefe3b3b145a6d7819d8843e6547807149f1c349d83030af63c5bc0,
after,https://python.robertdevore.com/course/,templates/page-course.html,course-collection,200,200,True,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://python.robertdevore.com/course/,200,Python Course Curriculum | Python Course,40,"Browse all Python lessons from beginner fundamentals through testing, APIs, concurrency, and professional package distribution.",127,Python Course,h1 > h2 > h2 > h2 > h2 > h2 > h2,207,en,,,Robert DeVore,false,CollectionPage | Course | ImageObject | Organization,26,31,1,0,0,0,0,0,1,false,true,false,false,5e49fabebd8c670dffee3441d49efcf947c168274ea967f63e4d3fcdaf988682,
after,https://python.robertdevore.com/course/introduction-to-testing/,content/posts/introduction-to-testing.md,lesson,200,200,True,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://python.robertdevore.com/course/introduction-to-testing/,200,2.5. Introduction to Testing | Python Course,44,"Get started with writing and running tests so your code stays reliable, refactor-safe, and bug-free as it grows.",112,2.5. Introduction to Testing,h1 > h2 > h2 > h2 > h2 > h3 > h3 > h3 > h2 > h2 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h2 > h2 > h3 > h3 > h3 > h3 > h3 > h3 > h2 > h3 > h3 > h2 > h2,2266,en,2025-06-17,2025-06-17,Robert DeVore,false,Article | ImageObject | Organization | Person | Thing | WebPage,21,31,1,0,0,0,0,0,2,false,true,false,false,039da3b1f35c44cb22928aa7360fa83b35e6da44684a02971e1afdcefafce743,
after,https://python.robertdevore.com/course/object-oriented-programming/,content/posts/object-oriented-programming.md,lesson,200,200,True,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://python.robertdevore.com/course/object-oriented-programming/,200,2.1. Object-Oriented Programming (OOP) | Python Course,54,"Learn Python object-oriented programming through classes, encapsulation, inheritance, composition, polymorphism, and practical design patterns.",143,2.1. Object-Oriented Programming (OOP),h1 > h2 > h2 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h2 > h3 > h3 > h2 > h3 > h2 > h3 > h2 > h2 > h2,2520,en,2025-06-17,2025-06-17,Robert DeVore,false,Article | ImageObject | Organization | Person | Thing | WebPage,21,31,1,0,0,0,0,0,2,false,true,false,false,dd5c7ce5ee1a5d8a32b344a902ccb11ee884fd13eef814591f2b78240852efda,
after,https://python.robertdevore.com/course/packaging-distribution-and-best-practices/,content/posts/packaging-distribution-and-best-practices.md,lesson,200,200,True,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://python.robertdevore.com/course/packaging-distribution-and-best-practices/,200,"3.5. Packaging, Distribution, and Best Practices | Python Course",64,"Package, test, document, and publish reusable Python projects with pyproject.toml, build tools, PyPI, CI, linting, and type checks.",131,"3.5. Packaging, Distribution, and Best Practices",h1 > h2 > h2 > h2 > h2 > h2 > h3 > h3 > h2 > h2 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h2 > h3 > h3 > h2 > h2 > h3 > h3 > h2 > h2,1755,en,2025-06-17,2025-06-17,Robert DeVore,false,Article | ImageObject | Organization | Person | Thing | WebPage,21,31,1,0,0,0,0,0,2,false,true,false,false,9e29ec49782c423d8131bff9d4bd3dc45eff11f12607efacdd7bd0d597fe8763,
after,https://python.robertdevore.com/course/page/2/,templates/page-course.html,course-pagination,200,200,True,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://python.robertdevore.com/course/page/2/,200,Python Course Curriculum - Page 2 | Python Course,49,Continue the Python development curriculum on page 2 of 4.,58,Python Course,h1 > h2 > h2 > h2 > h2 > h2 > h2,201,en,,,Robert DeVore,false,CollectionPage | Course | ImageObject | Organization,3,32,1,0,0,0,0,0,2,false,true,false,false,f400fa309b75f2c4c4f663718dcd747fcdebbf5f3f717c550803e24d068f806e,
after,https://python.robertdevore.com/course/page/3/,templates/page-course.html,course-pagination,200,200,True,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://python.robertdevore.com/course/page/3/,200,Python Course Curriculum - Page 3 | Python Course,49,Continue the Python development curriculum on page 3 of 4.,58,Python Course,h1 > h2 > h2 > h2 > h2 > h2 > h2,190,en,,,Robert DeVore,false,CollectionPage | Course | ImageObject | Organization,3,32,1,0,0,0,0,0,2,false,true,false,false,7bf6cacba30a8ec5721574986c0a7d2803f25d910631132f9378bfd98fdac203,
after,https://python.robertdevore.com/course/page/4/,templates/page-course.html,course-pagination,200,200,True,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://python.robertdevore.com/course/page/4/,200,Python Course Curriculum - Page 4 | Python Course,49,Continue the Python development curriculum on page 4 of 4.,58,Python Course,h1 > h2 > h2,89,en,,,Robert DeVore,false,CollectionPage | Course | ImageObject | Organization,3,19,1,0,0,0,0,0,2,false,true,false,false,5c7ae5a71f16bccaf0c8a09f3dd277135dfbbf073e74fc927b435ed17c0a4780,
after,https://python.robertdevore.com/course/python-setup-and-ides/,content/posts/python-setup-and-ides.md,lesson,200,200,True,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://python.robertdevore.com/course/python-setup-and-ides/,200,1.1. Python Setup & IDEs | Python Course,40,"Install a supported Python release on Windows, macOS, or Linux, choose an editor, run your first script, and troubleshoot common setup issues.",142,1.1. Python Setup & IDEs,h1 > h2 > h2 > h2 > h3 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h3 > h3 > h3 > h2 > h3 > h3 > h2 > h2,2065,en,2025-06-17,2026-08-10,Robert DeVore,false,Article | ImageObject | Organization | Person | Thing | WebPage,22,31,1,0,0,0,0,0,1,false,true,false,false,ee27e6574babb026044146d5e106491065c5a83a86e2bafa2a79eea9397eef4e,
after,https://python.robertdevore.com/course/python-syntax-and-data-types/,content/posts/python-syntax-and-data-types.md,lesson,200,200,True,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://python.robertdevore.com/course/python-syntax-and-data-types/,200,1.2. Syntax & Data Types | Python Course,40,"Master Python's basic building blocks—variables, data types, and simple operations—so you can start manipulating data with confidence.",134,1.2. Syntax & Data Types,h1 > h2 > h2 > h2 > h2 > h2 > h3 > h3 > h3 > h3 > h2 > h2 > h2 > h2 > h2 > h2,1134,en,2025-06-17,2025-06-17,Robert DeVore,false,Article | ImageObject | Organization | Person | Thing | WebPage,22,31,1,0,0,0,0,0,1,false,true,false,false,c222a2e5ce1adef1fe649629c7ed4cd922119ccfa5a8c38c23a4ab9b2aafd26f,
after,https://python.robertdevore.com/course/syntax-and-data-types/,content/posts/syntax-and-data-types.md,lesson,200,200,True,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://python.robertdevore.com/course/syntax-and-data-types/,200,"1.3. Control Flow (If, For, While) | Python Course",50,"Use Python if, elif, and else statements plus for and while loops to make decisions, repeat work, validate input, and control program flow.",139,"1.3. Control Flow (If, For, While)",h1 > h2 > h2 > h2 > h3 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h3 > h2 > h2,2505,en,2025-06-17,2025-06-17,Robert DeVore,false,Article | ImageObject | Organization | Person | Thing | WebPage,22,31,1,0,0,0,0,0,1,false,true,false,false,42ebbd2a835f0583f29b32e631af1efc4389983cc8b481bbb3b4f8fa051082fa,
after,https://python.robertdevore.com/course/virtual-environments-and-package-management/,content/posts/virtual-environments-and-package-management.md,lesson,200,200,True,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://python.robertdevore.com/course/virtual-environments-and-package-management/,200,2.3. Virtual Environments & Package Management | Python Course,62,"Create isolated Python environments, manage dependencies with pip, maintain requirements files, and troubleshoot package conflicts safely.",138,2.3. Virtual Environments & Package Management,h1 > h2 > h2 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h3 > h3 > h3 > h3 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h3 > h2 > h2,1851,en,2025-06-17,2025-06-17,Robert DeVore,false,Article | ImageObject | Organization | Person | Thing | WebPage,21,31,1,0,0,0,0,0,2,false,true,false,false,b53522b664f0a5d09a322ca0464c673c5a4e34025680452ee9aa53cfeb85c037,
after,https://python.robertdevore.com/course/welcome-to-the-complete-python-development-course/,content/posts/welcome-to-the-complete-python-development-course.md,lesson,200,200,True,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://python.robertdevore.com/course/welcome-to-the-complete-python-development-course/,200,Welcome to the Complete Python Development Course | Python Course,65,"Follow a structured Python course from first setup through syntax, testing, APIs, concurrency, packaging, and professional development practices.",145,Welcome to the Complete Python Development Course,h1 > h2 > h2 > h2 > h3 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h3 > h2 > h3 > h3 > h3 > h2 > h2,1925,en,2025-06-17,2025-06-17,Robert DeVore,false,Article | ImageObject | Organization | Person | Thing | WebPage,26,30,1,0,0,0,0,0,1,false,true,false,false,6fe5cec0737a0c319098df6cdec8f6cfd9f2cc5736eef1cb0e52e286e274ee7f,
after,https://python.robertdevore.com/,templates/page-home.html,home,200,200,True,"index, follow, max-image-preview:large, max-snippet:-1, max-video-preview:-1",https://python.robertdevore.com/,200,Python Course,13,A complete path from Python beginner to professional developer.,63,Learn Python. Build real things.,h1 > h2 > h3 > h3 > h3 > h2 > h2 > h2 > h2 > h2 > h2 > h2,365,en,,,Robert DeVore,false,Course | Organization | Person | WebSite,26,32,1,0,0,0,0,0,0,false,true,false,false,6ac9ce3174704c4a88b07b8428c2c012ded82d16bab47b81be2dc7d61a99df02,
